ville,lien,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Apremont (70100),/management/ville/apremont/ville-70024,7,7.2,7.5,7.5,6.5,6.3,8.5,7.7,7.7,8.8,9.5,9.7,9.7,9.4,8.9,8.2,7.8
Apremont (73190),/management/ville/apremont/ville-73017,6.7,6.8,6.3,6.3,5.7,5.4,7.3,7.5,7.2,7.6,7.9,8,8.2,7.9,7.3,6.9,6.4
Apremont (85220),/management/ville/apremont/ville-85006,7.4,7.6,8.1,8.1,7.1,6.7,9.2,9.1,8.6,9.2,10.1,10.1,10,9.4,8.6,8.2,8.1
Apremont-la-Forêt (55300),/management/ville/apremont-la-foret/ville-55012,8,8.6,9.9,9.9,9.5,8.5,10.3,10.6,10.4,11.3,11.8,11.4,11.5,11.1,10,9.5,8.8
Apremont-sur-Allier (18150),/management/ville/apremont-sur-allier/ville-18007,7.4,8,8,8,7.1,6.4,7.9,8.5,8.6,9.1,9.8,9.7,10,9.9,9.2,8.8,8.3
Aprey (52250),/management/ville/aprey/ville-52014,6.4,7,7.2,7.2,6.1,5.9,7.8,7.2,6.9,7.3,7.7,7.5,7.6,7.4,6.6,6.3,5.7
Apt (84400),/management/ville/apt/ville-84003,9.1,9.1,9.7,9.7,9.1,8.3,10.5,10.7,11.3,12,12.7,12.7,13.1,13.1,12.3,12,11.3
Arabaux (09000),/management/ville/arabaux/ville-09013,8.2,8.5,9.5,9.5,8.8,8.3,10,10.3,10.5,11.4,12.1,12,12.1,11.7,11.1,10.7,10.1
Arâches-la-Frasse (74300),/management/ville/araches-la-frasse/ville-74014,6.2,6.2,6.9,6.9,6.3,7.1,11.8,10.3,8.7,9.8,10.3,9.7,9.5,9.2,8,7.4,7.2
Aragnouet (65170),/management/ville/aragnouet/ville-65017,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Aragon (11600),/management/ville/aragon/ville-11011,8.6,9.1,9.1,9.1,8.7,8.6,10.4,11.2,11.4,12,12.9,12.9,13,12.5,11.3,10.9,10
Aramits (64570),/management/ville/aramits/ville-64029,6.3,6.5,6.4,6.4,5.8,6.1,7.4,6.9,6.8,7.2,7.4,7.3,7.1,7,6.6,6.3,5.9
Aramon (30390),/management/ville/aramon/ville-30012,9.3,9.4,9.8,9.8,9.1,8.4,10,10.5,10.9,11.5,12,12,12.3,12.1,11.4,11.2,10.5
Aranc (01110),/management/ville/aranc/ville-01012,7.1,7.4,7.5,7.5,7.1,7.4,10.7,9.2,8.4,9,9.3,9,9.4,9.5,8.5,7.8,7.4
Arancou (64270),/management/ville/arancou/ville-64031,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
Arandas (01230),/management/ville/arandas/ville-01013,5.8,6.1,5.8,5.8,5.1,5,7.1,7.2,6.8,7.4,7.5,7.5,7.7,7.5,7,6.6,6.1
Arandon-Passins (38510),/management/ville/arandon-passins/ville-38297,7.1,7.4,7.1,7.1,6.7,6.2,8.6,8.5,8.3,8.9,9.1,9,9.4,9.2,8.4,7.9,7.2
Araujuzon (64190),/management/ville/araujuzon/ville-64032,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
Araules (43200),/management/ville/araules/ville-43007,8.2,8.4,8.4,8.4,7.5,7,9.2,8.9,8.8,9.4,9.9,10,10.2,9.9,9.1,8.8,8.1
Araux (64190),/management/ville/araux/ville-64033,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
Arbanats (33640),/management/ville/arbanats/ville-33007,8.7,9.1,8.6,8.6,7.6,7,8.4,8.8,8.9,9.5,9.8,9.9,10.1,9.8,9.2,8.7,8
Arbas (31160),/management/ville/arbas/ville-31011,8.6,8.9,9.5,9.5,9.1,8.8,10.7,10.6,10.9,11.9,12.7,12.6,12.7,12.6,11.9,11.9,11.6
Arbecey (70120),/management/ville/arbecey/ville-70025,6.4,6.9,7.9,7.9,7.1,6.7,8.9,8.3,8.1,9.2,9.9,9.9,9.6,8.8,8.2,7.8,7.6
Arbellara (20110),/management/ville/arbellara/ville-2A018,10.5,10.6,9.3,9.3,8.9,7.5,8.3,8.6,9.4,10.3,11.5,11.9,13.2,13.4,12.1,10.8,9.8
Arbent (01100),/management/ville/arbent/ville-01014,7.1,7.4,7.5,7.5,7.1,7.4,10.7,9.2,8.4,9,9.3,9,9.4,9.5,8.5,7.8,7.4
Arbéost (65560),/management/ville/arbeost/ville-65018,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Arbérats-Sillègue (64120),/management/ville/arberats-sillegue/ville-64034,7.8,7.7,7.3,7.3,6.9,6.5,7.9,8,8,8.7,9.1,9,9,8.7,8.2,7.9,7.3
Arbigny (01190),/management/ville/arbigny/ville-01016,5.2,5.5,5.7,5.7,5.2,4.9,6.5,6.7,6.5,7.1,7.5,7.5,7.6,7.4,6.8,6.5,6.3
Arbigny-sous-Varennes (52500),/management/ville/arbigny-sous-varennes/ville-52015,6.4,7,7.2,7.2,6.1,5.9,7.8,7.2,6.9,7.3,7.7,7.5,7.6,7.4,6.6,6.3,5.7
Arbin (73800),/management/ville/arbin/ville-73018,6.7,6.8,6.3,6.3,5.7,5.4,7.3,7.5,7.2,7.6,7.9,8,8.2,7.9,7.3,6.9,6.4
Arblade-le-Bas (32720),/management/ville/arblade-le-bas/ville-32004,6.1,6.3,6.3,6.3,5.6,5.2,6.3,6.7,7,7.5,7.9,7.9,8.1,7.9,7.4,6.9,6.5
Arblade-le-Haut (32110),/management/ville/arblade-le-haut/ville-32005,6.1,6.3,6.3,6.3,5.6,5.2,6.3,6.7,7,7.5,7.9,7.9,8.1,7.9,7.4,6.9,6.5
Arbois (39600),/management/ville/arbois/ville-39013,5.3,5.6,5.9,5.9,5.2,5.1,6.7,6.6,6,6.2,6.6,6.6,6.8,6.7,6.1,5.9,5.5
Arbon (31160),/management/ville/arbon/ville-31012,7.8,8.1,8.7,8.7,8.1,8.1,9.8,10,10.2,10.8,11,10.6,10.9,10.7,9.6,9.2,8.9
Arbonne (64210),/management/ville/arbonne/ville-64035,7.8,7.7,7.3,7.3,6.9,6.5,7.9,8,8,8.7,9.1,9,9,8.7,8.2,7.9,7.3
Arbonne-la-Forêt (77630),/management/ville/arbonne-la-foret/ville-77006,6.6,7.3,7,7,5.9,5.4,6.7,7,7,7.6,8.1,8.2,8.3,8,7.6,7.5,7
Arboras (34150),/management/ville/arboras/ville-34011,11.5,11.9,11.9,11.9,10.9,10.3,12.2,12.4,12.7,13.5,14.3,14.5,14.2,13.7,13.1,12.7,12.4
Arbori (20160),/management/ville/arbori/ville-2A019,8.2,8.6,7.7,7.7,7.1,6.8,7.6,8.1,8.4,8.7,8.9,8.8,9,8.5,8.3,7.7,7.2
Arbot (52160),/management/ville/arbot/ville-52016,6.4,7,7.2,7.2,6.1,5.9,7.8,7.2,6.9,7.3,7.7,7.5,7.6,7.4,6.6,6.3,5.7
Arbouans (25400),/management/ville/arbouans/ville-25020,8.4,9.4,10.6,10.6,9.3,8.5,11.3,11,10.3,11.4,12.4,12.3,12,11.3,10,9.6,9.2
Arboucave (40320),/management/ville/arboucave/ville-40005,6.1,6.3,6.3,6.3,5.6,5.2,6.3,6.7,7,7.5,7.9,7.9,8.1,7.9,7.4,6.9,6.5
Arbouet-Sussaute (64120),/management/ville/arbouet-sussaute/ville-64036,7.8,7.7,7.3,7.3,6.9,6.5,7.9,8,8,8.7,9.1,9,9,8.7,8.2,7.9,7.3
Arbourse (58350),/management/ville/arbourse/ville-58009,7.6,7.9,7.9,7.9,7.1,6.5,8.1,8.8,8.8,9.2,9.6,9.3,9.4,9.2,8.3,7.7,7.1
Arboussols (66320),/management/ville/arboussols/ville-66007,8.3,8.6,8.3,8.3,8.2,7.9,9.8,10.1,10.3,11.3,11.9,12,12.5,12.9,12.1,12.1,11.7
Arboys en Bugey (01300),/management/ville/arboys-en-bugey/ville-01015,6.7,6.8,6.3,6.3,5.7,5.4,7.3,7.5,7.2,7.6,7.9,8,8.2,7.9,7.3,6.9,6.4
Arbrissel (35130),/management/ville/arbrissel/ville-35005,6.2,6.1,6.4,6.4,5.7,5.1,6.7,6.8,6.7,7.5,8,8,8,7.8,7,6.7,6.3
Arbus (64230),/management/ville/arbus/ville-64037,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
Arbusigny (74930),/management/ville/arbusigny/ville-74015,5.1,5.4,5.3,5.3,4.9,4.8,7,7.1,6.6,7.1,7.4,7.6,7.9,7.7,7.2,7,6.8
Arc-en-Barrois (52210),/management/ville/arc-en-barrois/ville-52017,6.4,7,7.2,7.2,6.1,5.9,7.8,7.2,6.9,7.3,7.7,7.5,7.6,7.4,6.6,6.3,5.7
Arc-et-Senans (25610),/management/ville/arc-et-senans/ville-25021,6.7,7,7.3,7.3,6.6,6.3,8.1,8,7.5,7.9,8.3,8.2,8.4,8.3,7.7,7.3,7
Arc-lès-Gray (70100),/management/ville/arc-les-gray/ville-70026,7,7.2,7.5,7.5,6.5,6.3,8.5,7.7,7.7,8.8,9.5,9.7,9.7,9.4,8.9,8.2,7.8
Arc-sous-Cicon (25520),/management/ville/arc-sous-cicon/ville-25025,5.5,5.8,5.6,5.6,5,4.6,6.8,6.5,5.8,6.3,6.9,7,7.3,7.2,6.6,6.1,5.9
Arc-sous-Montenot (25270),/management/ville/arc-sous-montenot/ville-25026,5.5,5.8,5.6,5.6,5,4.6,6.8,6.5,5.8,6.3,6.9,7,7.3,7.2,6.6,6.1,5.9
Arc-sur-Tille (21560),/management/ville/arc-sur-tille/ville-21021,6.9,7.1,6.9,6.9,6.3,5.8,7.3,7.5,7.3,8,8.6,8.5,8.8,8.4,7.8,7.4,7
Arcachon (33120),/management/ville/arcachon/ville-33009,8.6,9.1,9.5,9.5,8.2,7.7,9.2,9.5,9.7,10.2,10.9,11.2,11.5,11.3,10.6,10,9.4
Arçais (79210),/management/ville/arcais/ville-79010,6.3,6.3,6.3,6.3,5.7,5.4,6.8,7,6.7,7.3,7.7,7.8,7.9,7.7,7,6.6,6
Arcambal (46090),/management/ville/arcambal/ville-46007,7.8,8.3,8.5,8.5,7.7,7.4,8.9,9.4,10,10.5,10.9,10.7,10.6,10.4,10.1,9.8,9.4
Arcangues (64200),/management/ville/arcangues/ville-64038,7.8,7.7,7.3,7.3,6.9,6.5,7.9,8,8,8.7,9.1,9,9,8.7,8.2,7.9,7.3
Arçay (18340),/management/ville/arcay/ville-18008,7.4,8,8,8,7.1,6.4,7.9,8.5,8.6,9.1,9.8,9.7,10,9.9,9.2,8.8,8.3
Arçay (86200),/management/ville/arcay/ville-86008,6.8,7,7.2,7.2,6.2,5.9,7.7,7.6,7.4,8.1,8.4,8.6,8.7,8.5,7.9,7.5,7
Arceau (21310),/management/ville/arceau/ville-21016,6.9,7.1,6.9,6.9,6.3,5.8,7.3,7.5,7.3,8,8.6,8.5,8.8,8.4,7.8,7.4,7
Arcenant (21700),/management/ville/arcenant/ville-21017,6.9,7.1,6.9,6.9,6.3,5.8,7.3,7.5,7.3,8,8.6,8.5,8.8,8.4,7.8,7.4,7
Arcens (07310),/management/ville/arcens/ville-07012,8.4,8.6,8.2,8.2,7.4,7.1,8.6,8.7,8.7,9.5,9.9,9.8,10.1,9.9,9.3,9.1,8.3
Arces (17120),/management/ville/arces/ville-17015,9.9,10.5,10.4,10.4,9.2,8.5,10.2,10.5,10.4,10.9,11.7,11.6,11.9,11.5,11.1,10.8,10
Arces-Dilo (89320),/management/ville/arces-dilo/ville-89014,7.8,8.5,8.9,8.9,7.9,7.4,9.5,9.6,9.6,10.6,11.2,11,11,10.4,9.5,8.8,8.2
Arcey (21410),/management/ville/arcey/ville-21018,6.9,7.1,6.9,6.9,6.3,5.8,7.3,7.5,7.3,8,8.6,8.5,8.8,8.4,7.8,7.4,7
Arcey (25750),/management/ville/arcey/ville-25022,8.4,9.4,10.6,10.6,9.3,8.5,11.3,11,10.3,11.4,12.4,12.3,12,11.3,10,9.6,9.2
Archail (04420),/management/ville/archail/ville-04009,7.5,7.7,8.3,8.3,8.4,8.1,9.1,9.1,9.6,10.5,11.2,11.5,11.7,11.4,11,10.8,9.8
Archamps (74160),/management/ville/archamps/ville-74016,5.1,5.4,5.3,5.3,4.9,4.8,7,7.1,6.6,7.1,7.4,7.6,7.9,7.7,7.2,7,6.8
Archelange (39290),/management/ville/archelange/ville-39014,7.1,7.1,7.5,7.5,6.6,6.6,8.9,8.4,7.8,8.5,9.1,8.9,9,8.7,7.7,7.1,6.8
Arches (15200),/management/ville/arches/ville-15010,5.7,5.7,5.7,5.7,5.1,4.7,5.3,5.1,5.3,5.7,5.8,5.5,5.7,5.8,5.2,5.2,4.6
Arches (88380),/management/ville/arches/ville-88011,8.8,9.1,9.7,9.7,8.6,8.2,10.1,9.8,9.9,10.9,11.6,11.8,11.9,11.1,10.2,9.5,8.9
Archettes (88380),/management/ville/archettes/ville-88012,8.8,9.1,9.7,9.7,8.6,8.2,10.1,9.8,9.9,10.9,11.6,11.8,11.9,11.1,10.2,9.5,8.9
Archiac (17520),/management/ville/archiac/ville-17016,7,7.3,7.3,7.3,6.6,6.4,8.4,8.3,8,8.4,8.9,8.7,8.5,8.1,7.4,7.3,6.9
Archignac (24590),/management/ville/archignac/ville-24012,8.4,8.7,8.6,8.6,8,7.4,9.1,9.2,9.4,10.1,10.4,10.6,10.6,10.6,9.7,9.2,8.5
Archignat (03380),/management/ville/archignat/ville-03005,8.6,9.2,9.1,9.1,8.3,7.8,9.9,10,10.2,11.2,11.6,11.9,12.2,11.8,11.1,10.8,9.9
Archigny (86210),/management/ville/archigny/ville-86009,6.3,6.7,7,7,6.3,5.9,7.2,7.4,7.3,7.6,7.8,7.8,8,7.9,7.1,6.9,6.5
Archingeay (17380),/management/ville/archingeay/ville-17017,8.1,8.5,8.9,8.9,8.1,7.6,9.4,9.8,9.7,10.1,10.4,10.5,10.8,10.4,9.7,9.3,8.7
Archon (02360),/management/ville/archon/ville-02021,8.6,9.3,9.6,9.6,8.9,8.6,10.5,11.2,11.5,12.5,13.1,12.7,12.7,12.5,11.7,11,10.3
Arcinges (42460),/management/ville/arcinges/ville-42007,8.4,8.8,8.3,8.3,7.9,7.4,9.3,9.1,8.9,9.6,10.2,9.9,9.9,9.7,9,8.4,7.7
Arcins (33460),/management/ville/arcins/ville-33010,8.7,9.1,8.6,8.6,7.6,7,8.4,8.8,8.9,9.5,9.8,9.9,10.1,9.8,9.2,8.7,8
Arcis-le-Ponsart (51170),/management/ville/arcis-le-ponsart/ville-51014,8.3,8.7,9.1,9.1,8,7.5,9.3,9.1,9.3,10,10.8,10.9,10.9,10.5,9.7,9.3,8.9
Arcis-sur-Aube (10700),/management/ville/arcis-sur-aube/ville-10006,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Arcisses (28400),/management/ville/arcisses/ville-28236,6.4,7.2,6.8,6.8,5.7,6.3,8.3,7.6,7.5,8.3,8.9,9,8.9,8.9,8.5,8,7.7
Arcizac-Adour (65360),/management/ville/arcizac-adour/ville-65019,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Arcizac-ez-Angles (65100),/management/ville/arcizac-ez-angles/ville-65020,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Arcizans-Avant (65400),/management/ville/arcizans-avant/ville-65021,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Arcizans-Dessus (65400),/management/ville/arcizans-dessus/ville-65022,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Arcomps (18200),/management/ville/arcomps/ville-18009,8.4,9.2,9.4,9.4,8.1,7.9,9.5,10.1,10.2,10.8,11.4,11.2,11.7,11.6,10.9,10.4,9.4
Arçon (25300),/management/ville/arcon/ville-25024,5.5,5.8,5.6,5.6,5,4.6,6.8,6.5,5.8,6.3,6.9,7,7.3,7.2,6.6,6.1,5.9
Arcon (42370),/management/ville/arcon/ville-42008,8.4,8.8,8.3,8.3,7.9,7.4,9.3,9.1,8.9,9.6,10.2,9.9,9.9,9.7,9,8.4,7.7
Arconcey (21320),/management/ville/arconcey/ville-21020,6.9,7.1,6.9,6.9,6.3,5.8,7.3,7.5,7.3,8,8.6,8.5,8.8,8.4,7.8,7.4,7
Arçonnay (72610),/management/ville/arconnay/ville-72006,7.4,7.6,7.6,7.6,6.8,6.8,8.5,8,8.1,9,9.4,9.5,9.8,9.5,8.8,8.4,7.9
Arconsat (63250),/management/ville/arconsat/ville-63008,8.8,9.8,9.4,9.4,8.6,7.7,10,9.7,9.5,10.1,10.6,10.6,11.3,10.9,10.3,9.8,8.9
Arconville (10200),/management/ville/arconville/ville-10007,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Arcueil (94110),/management/ville/arcueil/ville-94003,8.7,9.1,8.4,8.4,7.6,6.7,7.9,8.1,8,8.4,8.8,8.8,8.9,8.6,8,7.7,7.2
Arcy-Sainte-Restitue (02130),/management/ville/arcy-sainte-restitue/ville-02022,8.4,9.2,9.5,9.5,8.8,8.4,10.5,10.7,10.7,11.7,12,11.5,11.6,11.4,10.9,10.5,9.7
Arcy-sur-Cure (89270),/management/ville/arcy-sur-cure/ville-89015,7.1,7.5,7.7,7.7,6.8,6.5,8.5,8.5,8.4,9.1,9.5,9.3,9.5,9.3,8.4,8,7.7
Ardelles (28170),/management/ville/ardelles/ville-28008,6.5,7,6.8,6.8,5.8,5.3,7,7.3,7.3,8,8.5,8.6,8.6,8.3,7.8,7.5,7.2
Ardelu (28700),/management/ville/ardelu/ville-28009,6.5,7,6.8,6.8,5.8,5.3,7,7.3,7.3,8,8.5,8.6,8.6,8.3,7.8,7.5,7.2
Ardenais (18170),/management/ville/ardenais/ville-18010,8.4,9.2,9.4,9.4,8.1,7.9,9.5,10.1,10.2,10.8,11.4,11.2,11.7,11.6,10.9,10.4,9.4
Ardenay-sur-Mérize (72370),/management/ville/ardenay-sur-merize/ville-72007,6.7,7.2,7.9,7.9,7,6.5,8.7,8.8,8.5,9.2,10,10.1,10.3,9.9,9.1,8.7,8.4
Ardengost (65240),/management/ville/ardengost/ville-65023,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Ardentes (36120),/management/ville/ardentes/ville-36005,7.2,7.8,7.9,7.9,6.6,6,7.7,7.9,7.9,8.7,9.2,9.5,9.6,9.6,9,8.8,8.2
Ardes (63420),/management/ville/ardes/ville-63009,7.6,7.7,8,8,7.5,7.3,8.8,8.4,8.4,8.9,8.8,9,9.4,9.2,8.5,8.3,7.8
Ardeuil-et-Montfauxelles (08400),/management/ville/ardeuil-et-montfauxelles/ville-08018,8.3,8.7,9.1,9.1,8,7.5,9.3,9.1,9.3,10,10.8,10.9,10.9,10.5,9.7,9.3,8.9
Ardiège (31210),/management/ville/ardiege/ville-31013,7.8,8.1,8.7,8.7,8.1,8.1,9.8,10,10.2,10.8,11,10.6,10.9,10.7,9.6,9.2,8.9
Ardillières (17290),/management/ville/ardillieres/ville-17018,9.4,9.7,9.3,9.3,8.4,7.9,9.6,9.5,9.1,9.7,10.5,10.5,10.8,10.3,9.3,9.1,8.2
Ardin (79160),/management/ville/ardin/ville-79012,6.3,6.3,6.3,6.3,5.7,5.4,6.8,7,6.7,7.3,7.7,7.8,7.9,7.7,7,6.6,6
Ardizas (32430),/management/ville/ardizas/ville-32007,8.7,8.9,8.8,8.8,7.9,7.2,8.6,8.9,9,9.5,10.1,10.3,10.4,10,9.1,8.5,8
Ardoix (07290),/management/ville/ardoix/ville-07013,7.9,7.8,8.1,8.1,7.2,6.8,8.6,8.5,8.2,9,9.3,9,9,9.5,8.6,8.2,7.7
Ardon (39300),/management/ville/ardon/ville-39015,5.3,5.6,5.9,5.9,5.2,5.1,6.7,6.6,6,6.2,6.6,6.6,6.8,6.7,6.1,5.9,5.5
Ardon (45160),/management/ville/ardon/ville-45006,5.8,6.3,6.4,6.4,5.7,5.4,7.1,7.5,7.4,8,8.5,8.8,8.9,8.7,8,7.7,7.4
Ardouval (76680),/management/ville/ardouval/ville-76024,9.1,9.1,9.2,9.2,8.1,7.7,9.4,9.1,9.2,9.8,10.1,9.9,9.9,10,9.4,8.8,8.3
Ardres (62610),/management/ville/ardres/ville-62038,12.5,13.4,14.8,14.8,13.7,13.2,15.3,15.5,15.3,16.1,16.6,15.8,15.9,15.3,14.3,13.8,12.7
Aregno (20220),/management/ville/aregno/ville-2B020,11.4,11.9,11.4,11.4,10.5,9.9,10.9,11.2,11,11.8,12.6,13,13.2,12.6,11.6,11.8,11.1
Areines (41100),/management/ville/areines/ville-41003,6.6,6.9,6.4,6.4,5.7,5.9,7.8,7.9,7.5,8.1,8.8,8.5,8.1,7.8,7.2,6.7,6.6
Arelaune-en-Seine (76940),/management/ville/arelaune-en-seine/ville-76401,8.8,9.3,9.1,9.1,8.1,7.5,9.4,9.5,9.5,10.2,10.8,10.7,10.7,10.6,9.9,9.4,8.9
Aren (64400),/management/ville/aren/ville-64039,6.3,6.5,6.4,6.4,5.8,6.1,7.4,6.9,6.8,7.2,7.4,7.3,7.1,7,6.6,6.3,5.9
Arengosse (40110),/management/ville/arengosse/ville-40006,6.1,6.3,6.3,6.3,5.6,5.2,6.3,6.7,7,7.5,7.9,7.9,8.1,7.9,7.4,6.9,6.5
Arenthon (74800),/management/ville/arenthon/ville-74018,5.1,5.4,5.3,5.3,4.9,4.8,7,7.1,6.6,7.1,7.4,7.6,7.9,7.7,7.2,7,6.8
Arès (33740),/management/ville/ares/ville-33011,8.7,9.1,8.6,8.6,7.6,7,8.4,8.8,8.9,9.5,9.8,9.9,10.1,9.8,9.2,8.7,8
Aresches (39110),/management/ville/aresches/ville-39586,5.3,5.6,5.9,5.9,5.2,5.1,6.7,6.6,6,6.2,6.6,6.6,6.8,6.7,6.1,5.9,5.5
Aressy (64320),/management/ville/aressy/ville-64041,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
Arette (64570),/management/ville/arette/ville-64040,6.3,6.5,6.4,6.4,5.8,6.1,7.4,6.9,6.8,7.2,7.4,7.3,7.1,7,6.6,6.3,5.9
Arfeuille-Châtain (23700),/management/ville/arfeuille-chatain/ville-23005,7,7.4,7.2,7.2,6.9,6.7,7.9,8.5,9,9.5,9.9,9.6,9.7,9.3,8.6,8.6,7.9
Arfeuilles (03120),/management/ville/arfeuilles/ville-03006,8.7,9.2,9.4,9.4,8.6,8.1,9.9,9.9,9.9,10.4,10.9,10.8,11.1,11,10.2,9.8,9.3
Arfons (81110),/management/ville/arfons/ville-81016,9.5,9.8,10.4,10.4,9.6,9.1,10.3,10.3,10.5,11.1,11.5,11.6,11.5,11.1,10.3,9.9,9.5
Argagnon (64300),/management/ville/argagnon/ville-64042,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
Arganchy (14400),/management/ville/arganchy/ville-14019,7.6,7.5,8.1,8.1,7,6.5,8,7.8,8.1,8.9,9.2,9,9.3,8.7,7.9,7.5,6.5
Argançon (10140),/management/ville/argancon/ville-10008,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Argancy (57640),/management/ville/argancy/ville-57028,7.1,7.6,8,8,7.3,6.9,9.2,9.2,9,9.7,10.4,10.4,10.3,9.8,9.3,8.7,7.9
Argein (09800),/management/ville/argein/ville-09014,8.6,8.9,9.5,9.5,9.1,8.8,10.7,10.6,10.9,11.9,12.7,12.6,12.7,12.6,11.9,11.9,11.6
Argelès-Bagnères (65200),/management/ville/argeles-bagneres/ville-65024,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Argelès-Gazost (65400),/management/ville/argeles-gazost/ville-65025,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Argelès-sur-Mer (66700),/management/ville/argeles-sur-mer/ville-66008,11.1,11.2,11.1,11.1,10.9,10.5,12.3,12.6,13.2,14.4,15.4,15.7,16.2,16.1,15.1,15.1,14.4
Argeliers (11120),/management/ville/argeliers/ville-11012,11.4,12,12.4,12.4,11.5,10.9,12.7,13.2,13.3,14.2,15.2,15.7,15.7,15,14.2,14,13.5
Argelliers (34380),/management/ville/argelliers/ville-34012,12.2,12,11.6,11.6,10.5,9.9,11.6,11.7,12,12.9,13.6,13.6,13.4,13,12.2,11.9,11.3
Argelos (40700),/management/ville/argelos/ville-40007,6.1,6.3,6.3,6.3,5.6,5.2,6.3,6.7,7,7.5,7.9,7.9,8.1,7.9,7.4,6.9,6.5
Argelos (64450),/management/ville/argelos/ville-64043,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
Argelouse (40430),/management/ville/argelouse/ville-40008,8.6,9.1,9.5,9.5,8.2,7.7,9.2,9.5,9.7,10.2,10.9,11.2,11.5,11.3,10.6,10,9.4
Argences (14370),/management/ville/argences/ville-14020,8.5,8.7,8.8,8.8,7.8,7,8.8,8.9,8.9,9.4,9.8,9.8,10,9.6,8.9,8.6,7.9
Argences en Aubrac (12210),/management/ville/argences-en-aubrac/ville-12223,4.4,4.5,4.7,4.7,4.2,4.1,5.2,5.4,5.3,5.9,6.5,6.3,6.4,6.3,5.9,5.6,5.3
Argens-Minervois (11200),/management/ville/argens-minervois/ville-11013,11.4,12,12.4,12.4,11.5,10.9,12.7,13.2,13.3,14.2,15.2,15.7,15.7,15,14.2,14,13.5
Argent-sur-Sauldre (18410),/management/ville/argent-sur-sauldre/ville-18011,6.3,7,7.2,7.2,6.5,6.8,9.3,9.3,9.5,10.3,11,10.9,10.8,10.6,9.5,9.2,8.8
Argentan (61200),/management/ville/argentan/ville-61006,8.7,10,9.2,9.2,8.3,8.3,9.8,9.2,9.2,9.5,9.8,9.4,9.5,9.1,8.4,8.2,7.5
Argentat-sur-Dordogne (19400),/management/ville/argentat-sur-dordogne/ville-19010,4.4,4.7,4.5,4.5,3.9,3.9,5,5.1,5.3,5.9,6.4,6.4,6.8,6.9,6.5,6.3,5.7
Argentenay (89160),/management/ville/argentenay/ville-89016,7.1,7.5,7.7,7.7,6.8,6.5,8.5,8.5,8.4,9.1,9.5,9.3,9.5,9.3,8.4,8,7.7
Argenteuil (95100),/management/ville/argenteuil/ville-95018,8.7,9.1,8.4,8.4,7.6,6.7,7.9,8.1,8,8.4,8.8,8.8,8.9,8.6,8,7.7,7.2
Argenteuil-sur-Armançon (89160),/management/ville/argenteuil-sur-armancon/ville-89017,7.1,7.5,7.7,7.7,6.8,6.5,8.5,8.5,8.4,9.1,9.5,9.3,9.5,9.3,8.4,8,7.7
